scope,variable,n_minor,n_older,minor_mean,minor_sd,minor_median,older_mean,older_sd,older_median,minor_minus_older,test,statistic,effect_size,effect_size_name,p_value,test_note,p_value_fdr_bh,significant_fdr_0_05
subject_level,sess2_t11,5,11,0.6399999999999999,0.27018512172212594,0.6,0.5545454545454546,0.18090680674665818,0.6,0.08545454545454534,welch_t_test,0.6445920558472565,0.38414825377622724,hedges_g,0.5442347630482858,,0.9365557811338273,False
subject_level,vr_prep_max_hr,5,11,98.8,5.585696017507577,96.0,101.36363636363636,11.324952337848734,102.0,-2.5636363636363626,welch_t_test,-0.6059487908502966,-0.24174680206819982,hedges_g,0.5544320983444901,,0.9365557811338273,False
subject_level,vr_prep_min_hr,5,11,74.6,9.396807968666808,77.0,71.36363636363636,10.595024561299773,73.0,3.2363636363636346,welch_t_test,0.6130954754835918,0.29802744369140294,hedges_g,0.5553507348040561,,0.9365557811338273,False
subject_level,sess1_t11_winstay,6,12,0.7424603174603174,0.25793711843639594,0.775,0.664484126984127,0.27179753599017253,0.775,0.07797619047619042,welch_t_test,0.5937909130017733,0.27757390339222976,hedges_g,0.5651000648752991,,0.9365557811338273,False
subject_level,sess2_t14_loseswitch,5,11,0.3476190476190476,0.3227925205729967,0.5,0.4439393939393939,0.2147702554504758,0.5,-0.0963203463203463,welch_t_test,-0.608790220991472,-0.36363434572411324,hedges_g,0.5661966997172647,,0.9365557811338273,False
subject_level,recovery_minus_post_hr,4,8,-2.638202321447846,2.1715195441014203,-2.907086087765002,-1.182656808341438,6.496308340592242,-0.12011915883406489,-1.455545513106408,welch_t_test,-0.5729372181540235,-0.24148536262159861,hedges_g,0.5801539879329145,,0.9365557811338273,False
subject_level,recovery_median_hr,4,10,77.5,4.041451884327381,78.5,75.3,10.499206319209721,77.5,2.200000000000003,welch_t_test,0.5660285765882884,0.22111688071067578,hedges_g,0.58182762656383,,0.9365557811338273,False
subject_level,sess1_t11_loseswitch,6,12,0.49682539682539684,0.34968942056361874,0.4666666666666667,0.5874999999999999,0.23517938564921764,0.6333333333333333,-0.09067460317460307,welch_t_test,-0.573596318427621,-0.3127585217557514,hedges_g,0.583367288013649,,0.9365557811338273,False
subject_level,sess2_t9,5,11,0.62,0.30331501776206204,0.6,0.5363636363636365,0.15666989036012804,0.5,0.08363636363636351,welch_t_test,0.5822784810126573,0.3777536068897263,hedges_g,0.5856484079600874,,0.9365557811338273,False
subject_level,sess2_t16_loseswitch,5,11,0.3580952380952381,0.37571398394580185,0.3333333333333333,0.4681818181818182,0.3176698623006933,0.5,-0.11008658008658012,welch_t_test,-0.5691968821299994,-0.31043186607277296,hedges_g,0.5876864028442129,,0.9365557811338273,False
subject_level,sess2_t9_winstay,5,11,0.6142857142857142,0.37661218075611624,0.5,0.5126262626262627,0.24887513490135188,0.5,0.10165945165945156,welch_t_test,0.5513407853329038,0.33012279278858,hedges_g,0.6024787444005388,,0.9365557811338273,False
subject_level,sess1_t7_loseswitch,6,12,0.5041666666666667,0.4093948786522209,0.3875,0.6031746031746031,0.24497492148293323,0.6,-0.09900793650793649,welch_t_test,-0.545557588296825,-0.3081495274073964,hedges_g,0.6026713969303297,,0.9365557811338273,False
subject_level,math_hr_reactivity,5,12,7.465955562103659,5.4655868452207494,5.239521770909462,9.158036431362437,6.923051324887911,8.344456156376367,-1.6920808692587777,welch_t_test,-0.5359255219369485,-0.24459605676054272,hedges_g,0.6042299983985631,,0.9365557811338273,False
subject_level,sess1_t18_winstay,6,12,0.7623015873015874,0.28107510098916544,0.8285714285714285,0.6847222222222222,0.3206258347761857,0.7333333333333334,0.07757936507936514,welch_t_test,0.5262316077937024,0.23925684555254328,hedges_g,0.608791599031026,,0.9365557811338273,False
subject_level,vr_math_max_hr,6,12,100.0,9.23038460737146,97.5,97.25,12.664373795666473,96.5,2.75,welch_t_test,0.5237807315970103,0.22384971283440522,hedges_g,0.6089648922561668,,0.9365557811338273,False
subject_level,sess1_t6_loseswitch,6,12,0.5642857142857144,0.1680014577196233,0.6,0.5123015873015874,0.2545925992701003,0.55,0.05198412698412702,welch_t_test,0.5171198240429069,0.21428096263682445,hedges_g,0.6129086590810319,,0.9365557811338273,False
subject_level,sess1_t14_winstay,6,12,0.6617063492063492,0.2760882576306202,0.7142857142857143,0.5916666666666667,0.3024729723295934,0.6666666666666666,0.07003968253968251,welch_t_test,0.4912401552548432,0.22651470763539944,hedges_g,0.6329097613445691,,0.9365557811338273,False
subject_level,sess1_t16_winstay,6,12,0.6143518518518519,0.21233865818855707,0.6388888888888888,0.6718253968253967,0.2833412151643591,0.7142857142857143,-0.05747354497354473,welch_t_test,-0.48222570047289925,-0.2079516465554989,hedges_g,0.6375826222027776,,0.9365557811338273,False
subject_level,baseline_mean_hr,6,12,85.60750864222781,9.857818289961171,83.0763049976531,83.16607131989576,11.080175862726422,81.88093453633508,2.4414373223320496,welch_t_test,0.474921703329007,0.21703901594886912,hedges_g,0.6439146763950903,,0.9365557811338273,False
subject_level,sess1_t5,6,12,0.5833333333333334,0.19407902170679517,0.55,0.6250000000000001,0.14222261679238196,0.6,-0.04166666666666674,welch_t_test,-0.46691726568535197,-0.24764331785349747,hedges_g,0.6533389766244947,,0.9365557811338273,False
subject_level,sess1_t9_winstay,6,12,0.6592592592592593,0.21507009097715518,0.6666666666666667,0.6011904761904762,0.3167447744051453,0.5833333333333333,0.05806878306878316,welch_t_test,0.4580760188770388,0.19146660514834266,hedges_g,0.6538500611016416,,0.9365557811338273,False
subject_level,sess1_t7_winstay,6,12,0.6476190476190476,0.3464887036668115,0.7571428571428571,0.577579365079365,0.23432173889204475,0.55,0.07003968253968262,welch_t_test,0.4466963044061263,0.24314051622551094,hedges_g,0.6679215669953344,,0.9365557811338273,False
subject_level,sess2_t18_loseswitch,5,11,0.39999999999999997,0.3405469456950425,0.3333333333333333,0.47878787878787876,0.31083140384485225,0.4,-0.0787878787878788,welch_t_test,-0.4405909576623974,-0.23307108194528875,hedges_g,0.6724513253449351,,0.9365557811338273,False
subject_level,sess2_t2,5,11,0.58,0.29495762407505255,0.6,0.5181818181818182,0.1990888335300693,0.5,0.06181818181818177,welch_t_test,0.4265524098741002,0.25347102736546107,hedges_g,0.6852635613199761,,0.9365557811338273,False
subject_level,vr_speech_mean_hr,6,12,86.24159588265631,11.56030164391601,90.28946970968283,83.85331063807728,11.432131354513789,81.30685986793837,2.3882852445790377,welch_t_test,0.4147143329441723,0.1982644948293606,hedges_g,0.6871087614337723,,0.9365557811338273,False
